sentence,path
a mm tqamumt n tyaziḍt,"common_voice_kab_18469959,common_voice_kab_18412358,common_voice_kab_18663359,common_voice_kab_18308816,common_voice_kab_18330710"
a mm wudem ireqqen,"common_voice_kab_20948321,common_voice_kab_22053005,common_voice_kab_19857222,common_voice_kab_20546447,common_voice_kab_19253341"
a mmi a lwens n wul-iw,"common_voice_kab_20201521,common_voice_kab_22356100,common_voice_kab_19310636,common_voice_kab_21606441,common_voice_kab_20714583"
a mmi ad k-weṣṣiɣ ɣef tlata,"common_voice_kab_21918167,common_voice_kab_19527554,common_voice_kab_20524288,common_voice_kab_20921070,common_voice_kab_19206581"
a mmi baba-k tezgel-it,"common_voice_kab_18952480,common_voice_kab_18676116,common_voice_kab_18685737,common_voice_kab_18815139,common_voice_kab_18752682"
a mmi baba-k ur k-iḍur ara,"common_voice_kab_20580608,common_voice_kab_19256656,common_voice_kab_22194533,common_voice_kab_19915105,common_voice_kab_20982421"
a mmi iweṣṣa-k ur tettetteḍ alemma telluẓeḍ,"common_voice_kab_20258277,common_voice_kab_20730519,common_voice_kab_22406045,common_voice_kab_19322812,common_voice_kab_21697190"
a mmi leqraya tekfiḍ,"common_voice_kab_18742077,common_voice_kab_18801634,common_voice_kab_18672506,common_voice_kab_22313779,common_voice_kab_18734630"
a mmi leɛca yella d acu twalaḍ deg tejmaɛt,"common_voice_kab_22376320,common_voice_kab_21697184,common_voice_kab_20254276,common_voice_kab_20730365,common_voice_kab_19322146"
a mmi ma telliḍ d aneɣrum-nsen anda telliḍ ad ak-id-awḍen,"common_voice_kab_19357930,common_voice_kab_21802616,common_voice_kab_20478682,common_voice_kab_20786400,common_voice_kab_19271772,common_voice_kab_22620167"
a mmi tagi mačči d tameṭṭut,"common_voice_kab_18637618,common_voice_kab_18538519,common_voice_kab_18529591,common_voice_kab_18542044,common_voice_kab_22463848,common_voice_kab_18572857"
a mmi ur tesɛid ayen ččiɣ deg idmaren ad k-t-id-fkeɣ,"common_voice_kab_19140481,common_voice_kab_20809193,common_voice_kab_19028153,common_voice_kab_21812438,common_voice_kab_22528619"
a mmi ussan-agi akk i tensiḍ deg tejmɛt yella d acu i k-iḥuzan,"common_voice_kab_22360993,common_voice_kab_20721397,common_voice_kab_21624871"
a mmi wagi d agejdur yellan,"common_voice_kab_17561534,common_voice_kab_17449595,common_voice_kab_17654868,common_voice_kab_17448117,common_voice_kab_17442977,common_voice_kab_17837126,common_voice_kab_17824685,common_voice_kab_17776088,common_voice_kab_17556710,common_voice_kab_17532195,common_voice_kab_18296308,common_voice_kab_17578887,common_voice_kab_18088915,common_voice_kab_17579079,common_voice_kab_17432337,common_voice_kab_17415953,common_voice_kab_17416762,common_voice_kab_17512646"
a musa,"common_voice_kab_20852028,common_voice_kab_19199523,common_voice_kab_19454792,common_voice_kab_21864262,common_voice_kab_20496524"
a muḥ a muḥ kker ma ad tedduḍ ad nruḥ,"common_voice_kab_21919375,common_voice_kab_19001237,common_voice_kab_19029819,common_voice_kab_20919934,common_voice_kab_19156497"
a muḥ a muḥ kker ma tedduḍ ad nṛuḥ,"common_voice_kab_18685095,common_voice_kab_22460940,common_voice_kab_18756214,common_voice_kab_18678765,common_voice_kab_18673187"
a naddam kečč d ccaṭer,"common_voice_kab_19293947,common_voice_kab_20677708,common_voice_kab_22329957,common_voice_kab_21211263,common_voice_kab_20186688"
a naɣ a yelli i txedmeḍ i leɛmer-im,"common_voice_kab_19845950,common_voice_kab_19231158,common_voice_kab_22089110,common_voice_kab_20545495,common_voice_kab_20955524"
a nefṛeq tamellalt i at bgayet,"common_voice_kab_19095579,common_voice_kab_19178380,common_voice_kab_21000590,common_voice_kab_22255704,common_voice_kab_19071540"
a neggren yizmawen ttgelliden imcac,"common_voice_kab_19100643,common_voice_kab_22258230,common_voice_kab_19075571,common_voice_kab_19183811,common_voice_kab_20993417"
a neggḥ-im a taɣeṣmart yal ass d aɛezzer n teslit,"common_voice_kab_19280900,common_voice_kab_20637835,common_voice_kab_22286139,common_voice_kab_20140007"
a nekk yuɣen ameɣbun,"common_voice_kab_20581184,common_voice_kab_19916332,common_voice_kab_19259088,common_voice_kab_22216841,common_voice_kab_20999791"
a niɣ ukrent-iyi yessi fkant ayen akk kesbeɣ i yergazen-nsent,"common_voice_kab_20652603,common_voice_kab_19077386,common_voice_kab_22313898,common_voice_kab_21117973,common_voice_kab_19115058"
a nnger n wergaz-nni,"common_voice_kab_18842724,common_voice_kab_18901373,common_voice_kab_18883044,common_voice_kab_18846182"
a nnger uqriḍ,"common_voice_kab_18178488,common_voice_kab_18275281,common_voice_kab_18203928,common_voice_kab_18664141,common_voice_kab_18256683"
a nnger-ik a yul,"common_voice_kab_18452360,common_voice_kab_18513910,common_voice_kab_22464071,common_voice_kab_18449251,common_voice_kab_18643131,common_voice_kab_18339558"
a nnger-ik a yul tarigt tuɣal i uɣyul,"common_voice_kab_19211058,common_voice_kab_21928671,common_voice_kab_20523529,common_voice_kab_19527604,common_voice_kab_20922307"
a nnger-im a cabḥa,"common_voice_kab_20886328,common_voice_kab_20511559,common_voice_kab_19254363,common_voice_kab_19469583,common_voice_kab_21895524"
a nnger-iw,"common_voice_kab_22464850,common_voice_kab_20468437,common_voice_kab_19271769,common_voice_kab_21778142,common_voice_kab_20763513,common_voice_kab_19272423"
a qasi awraɣ,"common_voice_kab_17584668,common_voice_kab_17560005,common_voice_kab_17425864,common_voice_kab_18091934,common_voice_kab_17363634,common_voice_kab_17369897,common_voice_kab_17365838,common_voice_kab_17775395,common_voice_kab_17868089,common_voice_kab_17734700,common_voice_kab_17537961,common_voice_kab_17831035,common_voice_kab_18299418,common_voice_kab_17363943,common_voice_kab_17683578,common_voice_kab_17513036,common_voice_kab_17579577,common_voice_kab_17517225"
a rebbi,"common_voice_kab_20935462,common_voice_kab_20531737,common_voice_kab_19543380,common_voice_kab_19387477,common_voice_kab_21958253"
a rebbi ay kerheɣ asaru-a,"common_voice_kab_22912374,common_voice_kab_22965518"
a rebbi faḍma,"common_voice_kab_19842610,common_voice_kab_19230596,common_voice_kab_20948319,common_voice_kab_22046096,common_voice_kab_20537003"
a rebbi ili yid-sen,"common_voice_kab_17583463,common_voice_kab_17662330,common_voice_kab_18266416,common_voice_kab_17467454,common_voice_kab_17383306,common_voice_kab_17563987,common_voice_kab_17692048,common_voice_kab_17577955,common_voice_kab_17639339,common_voice_kab_17579924,common_voice_kab_17371633,common_voice_kab_17713443,common_voice_kab_17447684,common_voice_kab_17422335,common_voice_kab_17448086,common_voice_kab_17566414,common_voice_kab_17414401,common_voice_kab_17572084,common_voice_kab_17403063,common_voice_kab_17985076,common_voice_kab_17443760,common_voice_kab_18490097"
a rebbi ini-yi-d acu ilaqen ad t-xedmeɣ,"common_voice_kab_20510729,common_voice_kab_19472606,common_voice_kab_19202354,common_voice_kab_21905731"
a rebbi mačči d aqcic akken ad s-kellxeɣ,"common_voice_kab_17808507,common_voice_kab_17657473,common_voice_kab_17727046,common_voice_kab_17537951,common_voice_kab_17571266,common_voice_kab_18064860,common_voice_kab_17746815,common_voice_kab_17436680,common_voice_kab_17767530,common_voice_kab_17449564,common_voice_kab_17763041,common_voice_kab_17629688,common_voice_kab_18516814,common_voice_kab_17572977,common_voice_kab_17436727,common_voice_kab_17506653"
a rebbi sebber arraw-is d uxxam-is i kamel ddin fexxar,"common_voice_kab_20845851,common_voice_kab_21851682,common_voice_kab_19198920,common_voice_kab_20494073,common_voice_kab_19355105,common_voice_kab_22717368"
a rebbi teɛfuḍ-iyi ddnubat-iw,"common_voice_kab_23496109,common_voice_kab_23740664"
a rebbi tiḥnineḍ-d fell-i,"common_voice_kab_22975407,common_voice_kab_22926884"
a rebbi ur telliḍ d amsellek,"common_voice_kab_17590394,common_voice_kab_17546456,common_voice_kab_17436735,common_voice_kab_17675507,common_voice_kab_17560147,common_voice_kab_17534466,common_voice_kab_17839201,common_voice_kab_17579131,common_voice_kab_17512694,common_voice_kab_17766863,common_voice_kab_18078524,common_voice_kab_17538936,common_voice_kab_17784101,common_voice_kab_18296243,common_voice_kab_17587686,common_voice_kab_17460572,common_voice_kab_17436622"
a rebbi ur yi-ttḥerrim ara si ṛṛeḥma-k,"common_voice_kab_24422000,common_voice_kab_24256930"
a rebbi ḥader fell-as,"common_voice_kab_17551355,common_voice_kab_17539603,common_voice_kab_17491995,common_voice_kab_17579096,common_voice_kab_17431872,common_voice_kab_17539836,common_voice_kab_17579418,common_voice_kab_17737911,common_voice_kab_17416396,common_voice_kab_17769264,common_voice_kab_17537704,common_voice_kab_17584739,common_voice_kab_17855320,common_voice_kab_17415951,common_voice_kab_18296655,common_voice_kab_18077687,common_voice_kab_17526850"
a rewlet a wara irewlen,"common_voice_kab_20966376,common_voice_kab_19072295,common_voice_kab_19097735,common_voice_kab_19189452,common_voice_kab_22133162"
a rray-im uɛwiǧ am akka,"common_voice_kab_21666146,common_voice_kab_19011587,common_voice_kab_19115595,common_voice_kab_22373334,common_voice_kab_19179113"
a rrbeḥ-iw a tafat-iw,"common_voice_kab_21518892,common_voice_kab_21465361,common_voice_kab_21438634,common_voice_kab_22201217,common_voice_kab_21667708"
a rrezg-inek,"common_voice_kab_23624082,common_voice_kab_23411449"
a rrezg-inem,"common_voice_kab_23723515,common_voice_kab_23594745"
a rrezg-nneɣ di lqid nerna nessikid,"common_voice_kab_19079753,common_voice_kab_22405824,common_voice_kab_19186233,common_voice_kab_21691469"
a s-yeqqar cteddu-yi,"common_voice_kab_21138780,common_voice_kab_22278228,common_voice_kab_19264135,common_voice_kab_20627293"
a sam d acu tettgeḍ,"common_voice_kab_20813678,common_voice_kab_20865116,common_voice_kab_20834512,common_voice_kab_20893184"
a sellaḥ n at dwala ḥerzet taṛwiḥt n mumuḥ,"common_voice_kab_18267106,common_voice_kab_17662313,common_voice_kab_17816035,common_voice_kab_17785212,common_voice_kab_17795505,common_voice_kab_17679879,common_voice_kab_17702485,common_voice_kab_18324953,common_voice_kab_17741001,common_voice_kab_18278790,common_voice_kab_17775601,common_voice_kab_17624662,common_voice_kab_18223036,common_voice_kab_18059278,common_voice_kab_17963874,common_voice_kab_17760931"
a sen-iliɣ d illu-nsen,"common_voice_kab_19053189,common_voice_kab_21867230,common_voice_kab_20874507,common_voice_kab_19087321,common_voice_kab_19148961"
a sidi ad k-ḥemdeɣ gar yigduden,"common_voice_kab_24396816"
a sidi ayen yellan twalaḍ-t,"common_voice_kab_23387483,common_voice_kab_23604710"
a sidi bab,"common_voice_kab_19355335,common_voice_kab_20487756,common_voice_kab_20806761,common_voice_kab_22681381,common_voice_kab_19197788,common_voice_kab_21842752"
a sidi di leɛnaya-k ma ur tezwareḍ zdat n uqeddac-ik,"common_voice_kab_20486980,common_voice_kab_21850785,common_voice_kab_19230723,common_voice_kab_22641346,common_voice_kab_20805926,common_voice_kab_19355113"
a sidi err-asen i lǧiran-nneɣ,"common_voice_kab_24256941"
a sidi kečč d bab n ṛṛeḥma,"common_voice_kab_24300541"
a sidi ldi imi-w,"common_voice_kab_24346786,common_voice_kab_24506288"
a sidi mmekti-d d iqeddacen-ik yettwaḥeqren,"common_voice_kab_24226238,common_voice_kab_24453531"
a sidi ṛebbi,"common_voice_kab_20948454,common_voice_kab_20542026,common_voice_kab_22077866,common_voice_kab_23396070,common_voice_kab_19845777,common_voice_kab_23604068"
a sidi ṛebbi d acu ay k-yuɣen akka,"common_voice_kab_33532752,common_voice_kab_33215966"
a sidi ṛebbi ula d kennemti,"common_voice_kab_23611647,common_voice_kab_23396572"
a sidi ṛebbi ula d kenwi,"common_voice_kab_22983726,common_voice_kab_22938842"
a snitra d lɛud akit-d,"common_voice_kab_24228040,common_voice_kab_24418808"
a ssaddatt a lawliya,"common_voice_kab_21602232,common_voice_kab_20367037,common_voice_kab_20449899,common_voice_kab_22350343,common_voice_kab_20701294"
a ssiɛqa,"common_voice_kab_17800215,common_voice_kab_18137706,common_voice_kab_18069973,common_voice_kab_18496286,common_voice_kab_17812509,common_voice_kab_17733187,common_voice_kab_17722989,common_voice_kab_17828079,common_voice_kab_17773730,common_voice_kab_17918148,common_voice_kab_17799523,common_voice_kab_18311094,common_voice_kab_17723225,common_voice_kab_17730740,common_voice_kab_18067848,common_voice_kab_17721563"
a ssiɛqa d acu-t uxeṣṣaṛ-a,"common_voice_kab_17804607,common_voice_kab_17742676,common_voice_kab_17764978,common_voice_kab_17744322,common_voice_kab_17879146,common_voice_kab_17883097,common_voice_kab_17827904,common_voice_kab_17889412,common_voice_kab_17745639,common_voice_kab_17749060,common_voice_kab_17727789,common_voice_kab_17891062,common_voice_kab_17760861,common_voice_kab_17784893,common_voice_kab_17883659,common_voice_kab_17829808,common_voice_kab_17823171,common_voice_kab_17755887,common_voice_kab_17830051,common_voice_kab_17833254,common_voice_kab_17761989,common_voice_kab_17744485,common_voice_kab_17858424,common_voice_kab_17732455"
a sstut,"common_voice_kab_18041764,common_voice_kab_17894161,common_voice_kab_17928717,common_voice_kab_18818710"
a sut n wulawen yezzan,"common_voice_kab_17363265,common_voice_kab_17805989,common_voice_kab_17364023,common_voice_kab_17850734,common_voice_kab_17796480,common_voice_kab_17412250,common_voice_kab_17577585,common_voice_kab_17435629,common_voice_kab_17588262,common_voice_kab_17409911,common_voice_kab_17624414,common_voice_kab_18279502,common_voice_kab_18438906,common_voice_kab_17560332,common_voice_kab_17362866,common_voice_kab_17623832,common_voice_kab_17534372,common_voice_kab_18080967"
a t-id-yaf sdat-s,"common_voice_kab_18014728,common_voice_kab_17983720,common_voice_kab_18294196,common_voice_kab_18975757,common_voice_kab_17948548"
a t-ig ṛebbi d afrag fell-awen,"common_voice_kab_20678074,common_voice_kab_21570119,common_voice_kab_19075399,common_voice_kab_19106852,common_voice_kab_22333212"
a tabalizt n umɣar,"common_voice_kab_22652873,common_voice_kab_19241194,common_voice_kab_19355256,common_voice_kab_20806751,common_voice_kab_21851266,common_voice_kab_20489639"
a tabalizt n yilemẓi deg yiḍ i tt-id-ifessi,"common_voice_kab_21089344,common_voice_kab_19280670,common_voice_kab_20635507,common_voice_kab_22292951,common_voice_kab_20033522"
a tabrat assa i ldiɣ deg-s tedda-d tteṣwira,"common_voice_kab_19015783,common_voice_kab_19119949,common_voice_kab_22415222,common_voice_kab_21732169"
a tabuhalt,"common_voice_kab_18787321,common_voice_kab_18420335,common_voice_kab_18466512,common_voice_kab_18410876,common_voice_kab_18952364"
a tacriḥt n tedmert tekkes-iyi-kem tezmert,"common_voice_kab_18692636,common_voice_kab_18722639,common_voice_kab_18791433,common_voice_kab_18938460,common_voice_kab_18748033"
a tadyant yid-i yeḍran,"common_voice_kab_20764762,common_voice_kab_19248804,common_voice_kab_20463908,common_voice_kab_22455114,common_voice_kab_21773083,common_voice_kab_19362444"
a tafat a kemmi a tallast a nekki,"common_voice_kab_17528734,common_voice_kab_17710363,common_voice_kab_17459511,common_voice_kab_17673194,common_voice_kab_18092444,common_voice_kab_17455367,common_voice_kab_17691672,common_voice_kab_17934904,common_voice_kab_17583836,common_voice_kab_18157774,common_voice_kab_17787242,common_voice_kab_17493326,common_voice_kab_17652534,common_voice_kab_17651452,common_voice_kab_17504464,common_voice_kab_17563364,common_voice_kab_17574222,common_voice_kab_17576981,common_voice_kab_17638785,common_voice_kab_17580747,common_voice_kab_18487261"
a tafat i yeldin allen-iw,"common_voice_kab_22122418,common_voice_kab_20961702,common_voice_kab_20551391,common_voice_kab_19255599,common_voice_kab_19857257"
a tafat n ddunit-iw,"common_voice_kab_18686208,common_voice_kab_18792793,common_voice_kab_18695155,common_voice_kab_18672042,common_voice_kab_18947451"
a tafat n ṣbeḥ mi d-teḍher,"common_voice_kab_20987184,common_voice_kab_19257714,common_voice_kab_19916284,common_voice_kab_22225499"
a tafat ur d i-d-tṣaḥeḍ,"common_voice_kab_18683142,common_voice_kab_18797552,common_voice_kab_22413082,common_voice_kab_18695154,common_voice_kab_18682116"
a tagiṭart-iw d tizlit n sliman,"common_voice_kab_19323298,common_voice_kab_21661130,common_voice_kab_22371040,common_voice_kab_20230099,common_voice_kab_20723367"
a tagmart yeččuren abrid,"common_voice_kab_20504563,common_voice_kab_19252157,common_voice_kab_20887246,common_voice_kab_19360142"
a taklit-agi,"common_voice_kab_17520570,common_voice_kab_17627537,common_voice_kab_17517158,common_voice_kab_17534758,common_voice_kab_17578861,common_voice_kab_17837123,common_voice_kab_17513038,common_voice_kab_18276953,common_voice_kab_17588851,common_voice_kab_18089278,common_voice_kab_17571260,common_voice_kab_18296257,common_voice_kab_17546681,common_voice_kab_17729212,common_voice_kab_17757265,common_voice_kab_17637693,common_voice_kab_17690521,common_voice_kab_17531068"
a talwit win yeṭṭsen di tṛakna ad as-yini ccetwa teḥma,"common_voice_kab_17682262,common_voice_kab_17566122,common_voice_kab_17846405,common_voice_kab_18489648,common_voice_kab_17452477,common_voice_kab_17578595,common_voice_kab_17673102,common_voice_kab_17693737,common_voice_kab_17583232,common_voice_kab_18181437,common_voice_kab_17806526,common_voice_kab_17674080,common_voice_kab_17640459,common_voice_kab_17580546,common_voice_kab_18166959,common_voice_kab_17552260,common_voice_kab_17473718,common_voice_kab_17547872,common_voice_kab_17447097,common_voice_kab_17673240"
